n,d,segment
162409.0,80.90250653072736,18
197136.0,99.52618808035193,18
238144.0,115.34352810774244,18
288369.0,97.13096370186938,18
25.0,0.3191438434136085,19
36.0,0.418841338088603,19
49.0,0.5256052682465914,19
64.0,0.6324763893120972,19
81.0,0.7410876834115617,19
100.0,0.8605556987986954,19
121.0,0.9904958155846025,19
144.0,1.1255513297404132,19
196.0,1.3992924912767648,19
225.0,1.5324668078319605,19
289.0,1.8053736617241118,19
361.0,2.0583644064808375,19
400.0,2.186938820497481,19
529.0,2.6011974178834336,19
625.0,2.932992802371942,19
729.0,3.2665856206586983,19
900.0,3.841896722478464,19
1089.0,4.653861981939753,19
1369.0,5.635709569661344,19
1600.0,6.390244971636085,19
1936.0,7.263806906630885,19
2401.0,8.176682344966707,19
2916.0,9.316629897680244,19
3481.0,10.808085008609504,19
4225.0,12.286295306340937,19
5184.0,14.064239685808172,19
6241.0,15.60961039233274,19
7569.0,17.832991633383823,19
9216.0,20.76660949561505,19
11236.0,24.586506560102602,19
13456.0,27.74487837646739,19
16384.0,30.76362048492183,19
19881.0,34.53627901270547,19
24025.0,38.73216561899784,19
28900.0,42.55446460036292,19
35344.0,45.540175777708285,19
42436.0,50.86818941038864,19
51529.0,58.32679049370121,19
62500.0,66.42662688955627,19
75625.0,74.3929728109483,19
91809.0,80.53085160891698,19
110889.0,78.73505833244776,19
133956.0,86.85046997427952,19
162409.0,90.73098129145154,19
197136.0,107.7959098595828,19
238144.0,135.38372877190048,19
288369.0,171.55298374582017,19
25.0,0.31262905342918973,20
36.0,0.40694836668902823,20
49.0,0.5062620766594527,20
64.0,0.6065095529343135,20
81.0,0.7124547885337056,20
100.0,0.8361645023404244,20
121.0,0.9619430850340327,20
144.0,1.093664889145304,20
196.0,1.364275048755528,20
225.0,1.5001366406763985,20
289.0,1.7697751984860213,20
361.0,2.0310291235269826,20
400.0,2.166794134087704,20
529.0,2.612185247651923,20
625.0,2.9580125846235865,20
729.0,3.307551927137975,20
900.0,3.8797755645395173,20
1089.0,4.767734719303353,20
1369.0,5.805743788579257,20
1600.0,6.645139248346298,20
1936.0,7.746259299739496,20
2401.0,9.086293057051854,20
2916.0,10.447215272416578,20
3481.0,11.9310100605448,20
4225.0,13.784851221147102,20
5184.0,16.297433898654713,20
6241.0,18.61104923702358,20
7569.0,21.009284769589748,20
9216.0,24.15803508272085,20
11236.0,28.595630329824438,20
13456.0,33.218317027401355,20
16384.0,36.78878384027623,20
19881.0,42.0339287183494,20
24025.0,48.46686105768565,20
28900.0,53.14956702026251,20
35344.0,58.40701727836741,20
42436.0,61.580778217825284,20
51529.0,68.4526005384056,20
62500.0,75.1307024022109,20
75625.0,79.52566231592621,20
91809.0,74.85468466938119,20
110889.0,74.63785159021457,20
133956.0,66.10874829289749,20
162409.0,69.6580292425873,20
197136.0,94.43844027764301,20
238144.0,115.75849112972499,20
288369.0,109.13790563058458,20
25.0,0.33793611398031353,21
36.0,0.4516064664798943,21
49.0,0.5685829946722055,21
64.0,0.6926165388950322,21
81.0,0.821388951692689,21
100.0,0.950038890762206,21
121.0,1.0788148810484688,21
144.0,1.2106506488568283,21
196.0,1.517382443301,21
225.0,1.6886660066069608,21
289.0,2.035620840822205,21
361.0,2.4091881697335413,21
400.0,2.608550597338038,21
529.0,3.1647853338388674,21
625.0,3.5282778571898628,21
729.0,3.906913145683879,21
900.0,4.5444329581486835,21
1089.0,5.500646351336135,21
1369.0,6.504961843379786,21
1600.0,7.289506977645643,21
1936.0,8.270873436678317,21
2401.0,9.575322525214453,21
2916.0,11.138299852421472,21
3481.0,12.649597771496612,21
4225.0,14.49377509682745,21
5184.0,16.522862513747693,21
6241.0,18.328027896809072,21
7569.0,20.288234914933277,21
9216.0,22.880336189248162,21
11236.0,25.96668162779856,21
13456.0,30.428039450953417,21
16384.0,35.65182961008016,21
19881.0,40.19223512063115,21
24025.0,44.83333183409576,21
28900.0,48.83780358049422,21
35344.0,50.83549930232217,21
42436.0,53.38730271991835,21
51529.0,61.07537021195871,21
62500.0,69.03079821189247,21
75625.0,77.84375935683734,21
91809.0,94.95114345108524,21
110889.0,83.2402563038953,21
133956.0,85.7541908586353,21
162409.0,98.52570317770942,21
197136.0,125.69420980071732,21
238144.0,149.4587806990603,21
288369.0,180.2058616140815,21
25.0,0.30406278761463207,22
36.0,0.41056049588148075,22
49.0,0.5315703065836769,22
64.0,0.666040488252183,22
81.0,0.8125732094471206,22
100.0,0.9677219679807394,22
121.0,1.123531801820306,22
144.0,1.2799912015509987,22
196.0,1.5989091217771125,22
225.0,1.7532829713962947,22
289.0,2.048655833961985,22
361.0,2.336608611375359,22
400.0,2.4782819554253224,22
529.0,2.913710215744893,22
625.0,3.2523399754381757,22
729.0,3.6129980786423577,22
900.0,4.1737282936456195,22
1089.0,4.30344065904084,22
1369.0,4.962939932795271,22
1600.0,5.645680158337268,22
1936.0,6.744158870500283,22
2401.0,8.157488413240351,22
2916.0,9.4267414455473,22
3481.0,10.66636094763462,22
4225.0,12.108734391426701,22
5184.0,13.854616717764207,22
6241.0,15.722626300415952,22
7569.0,18.613459127928348,22
9216.0,21.236387176521127,22
11236.0,24.813380374981765,22
13456.0,27.84385843777661,22
16384.0,31.188328948245385,22
19881.0,36.350988406593245,22
24025.0,42.489319010505156,22
28900.0,48.11558552482945,22
35344.0,53.61460650223844,22
42436.0,60.2340851927831,22
51529.0,70.04612149266597,22
62500.0,81.11362535299907,22
75625.0,91.11271574608072,22
91809.0,105.3415128201044,22
110889.0,113.60960965789707,22
133956.0,118.38462680512332,22
162409.0,118.73318805551095,22
197136.0,127.76985379227283,22
238144.0,156.7244437450976,22
288369.0,175.15473162651267,22
25.0,0.3285086948911926,23
36.0,0.43250261063849166,23
49.0,0.5437581728922959,23
64.0,0.6611240886279768,23
81.0,0.7785026429286085,23
100.0,0.896626220890212,23
121.0,1.015077796241691,23
144.0,1.148604220726561,23
196.0,1.4377974641393942,23
225.0,1.5933800507781561,23
289.0,1.9245029249188748,23
361.0,2.304244473609626,23
400.0,2.5159715415083235,23
529.0,3.2223253720575986,23
625.0,3.7323593688359322,23
729.0,4.2344307823025975,23
900.0,5.044057391266877,23
1089.0,6.187283500210075,23
1369.0,7.420950738155612,23
1600.0,8.511409347528446,23
1936.0,10.167931522091298,23
2401.0,12.343397315890812,23
2916.0,14.604390235572557,23
3481.0,16.605194347816383,23
4225.0,18.88387689753421,23
5184.0,22.066190456007515,23
6241.0,25.319181830493264,23
7569.0,30.342061694096525,23
9216.0,33.567145431808186,23
11236.0,36.520730085045976,23
13456.0,38.852878370131215,23
16384.0,42.917746928901614,23
19881.0,47.42210639422248,23
24025.0,50.906048707573404,23
28900.0,56.187139181516145,23
35344.0,60.82546536604682,23
42436.0,62.14575344728113,23
51529.0,70.65605871930538,23
62500.0,85.64147483772345,23
75625.0,104.1199214166256,23
91809.0,126.61182267170307,23
110889.0,150.81282720301564,23
133956.0,164.63793417615014,23
162409.0,174.49284467770931,23
197136.0,169.4132388946925,23
238144.0,153.7391689379716,23
288369.0,150.3305308294562,23
25.0,0.34281418284484605,24
36.0,0.4614984261646871,24
49.0,0.5936127740867843,24
64.0,0.7303265254924706,24
81.0,0.8711402371985815,24
100.0,1.0243346962792534,24
121.0,1.1881540989386539,24
144.0,1.3690928365558066,24
196.0,1.7689623077463497,24
225.0,1.9839300487490115,24
289.0,2.436911939489005,24
361.0,2.8867103758741686,24
400.0,3.0958966931283727,24
529.0,3.779768778652562,24
625.0,4.296397002020479,24
729.0,4.866366249956598,24
900.0,5.726783814153351,24
1089.0,6.641600563648493,24
1369.0,7.87515511428808,24
1600.0,8.775245424298651,24
1936.0,9.794943534733902,24
2401.0,11.286137388485367,24
2916.0,13.151925136565856,24
3481.0,15.228407224979435,24
4225.0,17.663590717306576,24
5184.0,20.452153314913115,24
6241.0,23.431383387107516,24
7569.0,23.465306627780343,24
9216.0,26.05128691498802,24
11236.0,28.778440410803842,24
13456.0,31.466593312539032,24
16384.0,35.83444239747633,24
19881.0,40.98995351213946,24
24025.0,46.45945618203838,24
28900.0,53.10714084439205,24
35344.0,62.78183071859938,24
42436.0,70.07759224713098,24
51529.0,74.51671572267846,24
62500.0,76.21933325812611,24
75625.0,84.17270304661548,24
91809.0,95.82585310581482,24
110889.0,108.3248138752528,24
133956.0,110.84585638306669,24
162409.0,113.1944388443596,24
197136.0,114.9500049107419,24
238144.0,119.46131349523428,24
288369.0,126.01524114124464,24
25.0,0.33673293537203874,25
36.0,0.4522251611968114,25
49.0,0.5753026096360138,25
64.0,0.7084752589538362,25
81.0,0.8588614219070309,25
100.0,1.0170249516825554,25
121.0,1.1813739537786823,25
144.0,1.3528742397284694,25
196.0,1.7128746656391831,25
225.0,1.9044616781632513,25
289.0,2.3171491480322013,25
361.0,2.765451788349826,25
400.0,2.9986718087126016,25
529.0,3.7191404435366793,25
625.0,4.180422941405606,25
729.0,4.584988564872093,25
900.0,5.176674068234281,25
1089.0,5.767290991204789,25
1369.0,6.955614971983456,25
1600.0,7.908678525749119,25
1936.0,9.37627101126798,25
2401.0,11.289362293564858,25
2916.0,13.05155189673722,25
3481.0,14.630223730650624,25
4225.0,16.396555524209514,25
5184.0,18.718347808521724,25
6241.0,21.526923070885424,25
7569.0,26.175223779017347,25
9216.0,31.554067245015013,25
11236.0,37.33214655409575,25
13456.0,41.69272928134222,25
16384.0,45.81253608069896,25
19881.0,52.75305090763521,25
24025.0,58.72980483436446,25
28900.0,63.18450087349845,25
35344.0,69.98188139648664,25
42436.0,78.94257769359388,25
51529.0,87.80992900168727,25
62500.0,96.26241785822472,25
75625.0,106.57947629965581,25
91809.0,97.24763800913378,25
110889.0,107.81772497752189,25
133956.0,126.14559394903996,25
162409.0,131.46533805536882,25
197136.0,144.7857778416533,25
238144.0,158.08846726454397,25
288369.0,119.41403731490453,25
25.0,0.33672067920227644,26
36.0,0.452878183085045,26
49.0,0.5818577532932363,26
64.0,0.7122599117774168,26
81.0,0.8446077501260841,26
100.0,0.9806316541220244,26
121.0,1.1314122141538445,26
144.0,1.3014915524126849,26
196.0,1.6743488703249163,26
225.0,1.8647221953709625,26
289.0,2.258569798918084,26
361.0,2.702855784666482,26
400.0,2.9411766607370873,26
529.0,3.7113359113720237,26
625.0,4.2663077906899955,26
729.0,4.79513133424132,26
900.0,5.664720183758166,26
1089.0,6.939904939869243,26
1369.0,8.425463767061633,26
1600.0,9.6750663145577,26
1936.0,11.359166082368112,26
2401.0,13.555647078379579,26
2916.0,15.72617573749409,26
3481.0,17.934723654118827,26
4225.0,20.46663099886496,26
5184.0,23.201519089490557,26
6241.0,25.75976211992911,26
7569.0,28.862964559516247,26
9216.0,33.926549413031154,26
11236.0,40.083915620702975,26
13456.0,46.90564770450002,26
16384.0,53.56828968031435,26
19881.0,60.662636729273814,26
24025.0,68.43745165155387,26
28900.0,79.13141117425,26
35344.0,91.18269210147567,26
42436.0,99.89827862685289,26
51529.0,106.17547504668421,26
62500.0,114.46707140038981,26
75625.0,125.42005254747778,26
91809.0,132.09351616687812,26
110889.0,132.68183572925855,26
133956.0,142.34339374124195,26
162409.0,154.86089787606684,26
197136.0,185.4653342007596,26
238144.0,192.65345336733688,26
288369.0,198.53447198549895,26
25.0,0.33997875658312243,27
36.0,0.4579200931297314,27
49.0,0.5896236562965675,27
64.0,0.7309074421164564,27
81.0,0.8824110186896353,27
100.0,1.0431805108675776,27
121.0,1.2099267503470834,27
144.0,1.385656675708554,27
196.0,1.7386958695542567,27
225.0,1.921731858586568,27
289.0,2.3086612256454884,27
361.0,2.7330132826188547,27
400.0,2.9580007161875606,27
529.0,3.700197099861301,27
625.0,4.209277412699514,27
729.0,4.705271734829689,27
900.0,5.537500056718783,27
1089.0,6.405287475117296,27
1369.0,7.881651563885061,27
1600.0,9.266416587832481,27
1936.0,11.213114418924008,27
2401.0,13.487068925941996,27
2916.0,15.559823929869227,27
3481.0,18.031562773140646,27
4225.0,21.0186154539371,27
5184.0,24.792807667036797,27
6241.0,29.09140970267083,27
7569.0,31.57288094224258,27
9216.0,36.40262851210425,27
11236.0,40.99715951387544,27
13456.0,45.852890588119166,27
16384.0,52.697568410353554,27
19881.0,58.35997797783504,27
24025.0,64.89398616553433,27
28900.0,70.65773235547687,27
35344.0,77.41881680953168,27
42436.0,82.75358908554333,27
51529.0,87.77329268505478,27
62500.0,94.93579266985864,27
75625.0,103.39570842259668,27
91809.0,124.75206535743771,27
110889.0,141.57364097260685,27
133956.0,161.03745211962257,27
162409.0,171.66874722416722,27
197136.0,177.29751825142372,27
238144.0,175.66227096374232,27
288369.0,236.97338189195554,27
25.0,0.34746647297417105,28
36.0,0.4651050345492127,28
49.0,0.6019394584224053,28
64.0,0.7544216631662715,28
81.0,0.9207214559306119,28
100.0,1.0977317634672035,28
121.0,1.277455262848515,28
144.0,1.461208876868876,28
196.0,1.8483700502595655,28
225.0,2.0608453404577856,28
289.0,2.5064189447903233,28
361.0,2.9747971258559565,28
400.0,3.2225141816017664,28
529.0,4.036033662520494,28
625.0,4.586110398190747,28
729.0,5.131396043772266,28
900.0,6.011307045006093,28
1089.0,6.825706588188081,28
1369.0,8.1253810340418,28
1600.0,9.19105722091143,28
1936.0,10.7678307228289,28
2401.0,12.920260968247922,28
2916.0,15.048776938498424,28
3481.0,17.522000649708183,28
4225.0,20.487245504744706,28
5184.0,23.891877023703657,28
6241.0,27.210919797851233,28
7569.0,29.37391251874139,28
9216.0,32.38780573695934,28
11236.0,35.47097578062939,28
13456.0,38.71742705658854,28
16384.0,43.213562802026736,28
19881.0,47.761509061058305,28
24025.0,53.71294849507692,28
28900.0,59.29179542019807,28
35344.0,68.94221457246931,28
42436.0,77.33240071927841,28
51529.0,90.64630405662652,28
62500.0,101.28436809156975,28
75625.0,114.67485840553556,28
91809.0,134.4641989383995,28
110889.0,159.84213317523748,28
133956.0,177.87484968841318,28
162409.0,191.56233607379022,28
197136.0,204.2923234355878,28
238144.0,232.32802144992357,28
288369.0,244.82875206329902,28
25.0,0.35671879385888905,29
36.0,0.47435384468292935,29
49.0,0.6085632336072865,29
64.0,0.7510536205298303,29
81.0,0.8964103825232452,29
100.0,1.0425842944865686,29
121.0,1.1974412526758467,29
144.0,1.3660206892591047,29
196.0,1.738721922072225,29
225.0,1.9283280785248862,29
289.0,2.3145920481725564,29
361.0,2.7302702707275457,29
400.0,2.93750258945336,29
529.0,3.591906920086537,29
625.0,4.054264551232989,29
729.0,4.539693287509264,29
900.0,5.290367011676273,29
1089.0,5.679620586181511,29
1369.0,6.972288662793885,29
1600.0,8.03668183956898,29
1936.0,9.559854044390525,29
2401.0,11.450895729687568,29
2916.0,13.767484533701003,29
3481.0,16.29356567452895,29
4225.0,19.930726837661485,29
5184.0,24.809635039856875,29
6241.0,29.955948363099754,29
7569.0,37.57624876318909,29
9216.0,43.9247215487603,29
11236.0,50.908419803280545,29
13456.0,55.80853300228999,29
16384.0,60.94432791024351,29
19881.0,68.21281752775369,29
24025.0,74.56691485073696,29
28900.0,77.87325389218573,29
35344.0,83.37424338683526,29
42436.0,87.41093889724408,29
51529.0,89.76491051398449,29
62500.0,97.69788178901413,29
75625.0,117.263119519629,29
91809.0,136.95556923376228,29
110889.0,164.7156831966498,29
133956.0,188.9015179791371,29
162409.0,222.00478199441991,29
197136.0,248.15184942167687,29
238144.0,257.4670524465636,29
288369.0,230.40407873660186,29
25.0,0.3523841721712466,30
36.0,0.47433865137651426,30
49.0,0.6103776756672085,30
64.0,0.7517943863562451,30
81.0,0.8986671554358723,30
100.0,1.054323121256964,30
121.0,1.213920860945979,30
144.0,1.3740096647890587,30
196.0,1.7149487085345807,30
225.0,1.893540485675801,30
289.0,2.287422457630905,30
361.0,2.733158756515307,30
400.0,2.97634555700719,30
529.0,3.770625141215688,30
625.0,4.372943498927767,30
729.0,4.975833894929425,30
900.0,5.926077102349481,30
1089.0,6.758659182349503,30
1369.0,8.347039175333007,30
1600.0,9.601299926521405,30
1936.0,11.329418638019296,30
2401.0,13.548185005635908,30
2916.0,15.932960553827332,30
3481.0,18.403002129311588,30
4225.0,21.363840397326086,30
5184.0,24.767820270214273,30
6241.0,28.821317443909667,30
7569.0,36.93621375522286,30
9216.0,44.47140116694844,30
11236.0,53.128545167852245,30
13456.0,60.28104084756022,30
16384.0,68.7005446512695,30
19881.0,78.10746915685537,30
24025.0,90.39665009206327,30
28900.0,102.87393368781329,30
35344.0,113.59304940283334,30
42436.0,122.18526696792803,30
51529.0,128.49879081736202,30
62500.0,140.35501526043794,30
75625.0,160.39540493418744,30
91809.0,168.55189309739276,30
110889.0,172.5967553711321,30
133956.0,173.69705406275304,30
162409.0,174.92202118689534,30
197136.0,179.018032850915,30
238144.0,187.76127399100505,30
288369.0,216.96485279213073,30
25.0,0.3476706076411935,31
36.0,0.4600462759946166,31
49.0,0.5856290977257325,31
64.0,0.716317370509224,31
81.0,0.8520166765009,31
100.0,1.000797357098785,31
121.0,1.1568800539997413,31
144.0,1.3191054439682943,31
196.0,1.665518420990136,31
225.0,1.8455183288828896,31
289.0,2.2376878031738046,31
361.0,2.6520259023090564,31
400.0,2.8663776248865305,31
529.0,3.5340216314980437,31
625.0,4.038774940118284,31
729.0,4.548825740443133,31
900.0,5.418880669977693,31
1089.0,6.292360113410326,31
1369.0,7.651701194203639,31
1600.0,8.762282616506983,31
1936.0,10.351143755271739,31
2401.0,12.369079308950349,31
2916.0,14.750989051053875,31
3481.0,17.037059753545968,31
4225.0,19.938912097064886,31
5184.0,23.715212326485634,31
6241.0,27.0335055495658,31
7569.0,32.862375103727075,31
9216.0,37.46311930554988,31
11236.0,43.36549231528913,31
13456.0,49.10428848888053,31
16384.0,55.65165803819256,31
19881.0,63.23769538235776,31
24025.0,70.79151634308151,31
28900.0,79.70806683286709,31
35344.0,90.94221870546843,31
42436.0,100.2008393880494,31
51529.0,106.83024221702615,31
62500.0,113.54274327254366,31
75625.0,118.79827303708608,31
91809.0,141.28435598408058,31
110889.0,167.57600572251607,31
133956.0,190.40383869640903,31
162409.0,226.26306623481642,31
197136.0,269.7974445730902,31
238144.0,283.3428207503051,31
288369.0,327.5510561882425,31
25.0,0.35334069999013756,32
36.0,0.4655230029978536,32
49.0,0.5761367164838606,32
64.0,0.6870427103129347,32
81.0,0.8164696779798182,32
100.0,0.9613297337872345,32
121.0,1.11586455451124,32
144.0,1.28102983850572,32
196.0,1.6226313442594202,32
225.0,1.8065188416064504,32
289.0,2.2174162306894925,32
361.0,2.6446415530646648,32
400.0,2.855373720470564,32
529.0,3.4730543843769426,32
625.0,3.932568252886587,32
729.0,4.484258004901558,32
900.0,5.376369990088688,32
1089.0,6.2146184319253,32
1369.0,7.486840473653848,32
1600.0,8.455466763853247,32
1936.0,9.951484967081836,32
2401.0,11.960199397144855,32
2916.0,14.066657665673281,32
3481.0,16.504982903379016,32
4225.0,19.61702456509075,32
5184.0,23.386098138699513,32
6241.0,27.26571326336255,32
7569.0,30.182804201962274,32
9216.0,33.89464183100964,32
11236.0,39.21002814101703,32
13456.0,44.90464635026302,32
16384.0,52.88134895583947,32
19881.0,61.45383483671266,32
24025.0,68.32661973631876,32
28900.0,74.14194563459692,32
35344.0,76.78784375446084,32
42436.0,80.02570069191445,32
51529.0,84.09386759373287,32
62500.0,90.54232541893447,32
75625.0,102.32184279884714,32
91809.0,130.92882261640844,32
110889.0,118.7522729516091,32
133956.0,123.73048701483589,32
162409.0,150.0633115726295,32
197136.0,184.88745553926353,32
238144.0,221.22958449987854,32
288369.0,288.5979423682645,32
25.0,0.3635139954520003,33
36.0,0.48894694909363545,33
49.0,0.6218583148799129,33
64.0,0.7593162099958602,33
81.0,0.9077827851952762,33
100.0,1.070703525438462,33
121.0,1.2476321553318022,33
144.0,1.4347455520885177,33
196.0,1.8249996572013774,33
225.0,2.0302600056325093,33
289.0,2.447007716074063,33
361.0,2.8640389724896256,33
400.0,3.0852833313259023,33
529.0,3.823948769469631,33
625.0,4.332844044521668,33
729.0,4.858713695145338,33
900.0,5.7237565426836285,33
1089.0,6.337892605524547,33
1369.0,7.539651330392206,33
1600.0,8.459421709514254,33
1936.0,9.880509843689001,33
2401.0,11.795101820945376,33
2916.0,13.900431900318237,33
3481.0,16.02376680973595,33
4225.0,18.583115525576225,33
5184.0,21.590466337762056,33
6241.0,24.400523720656082,33
7569.0,24.4946396131898,33
9216.0,28.112450253168817,33
11236.0,32.06011760573746,33
13456.0,35.87939656681071,33
16384.0,39.693069427331814,33
19881.0,45.78081439206819,33
24025.0,56.975113601951776,33
28900.0,69.43626849328203,33
35344.0,83.42106890882519,33
42436.0,94.68747084636597,33
51529.0,105.14481326863488,33
62500.0,106.32745662019913,33
75625.0,116.69724763171226,33
91809.0,148.7758238464677,33
110889.0,150.44568987790782,33
133956.0,176.08218088813047,33
162409.0,212.63202715157698,33
197136.0,228.46854917823865,33
238144.0,248.55639371691896,33
288369.0,340.6894436759846,33
25.0,0.3532690535537243,34
36.0,0.46872492351366457,34
49.0,0.6074517868429139,34
64.0,0.7634706468477931,34
81.0,0.9335014694973343,34
100.0,1.110796106782517,34
121.0,1.28856860243776,34
144.0,1.470192468153673,34
196.0,1.8593371971855472,34
225.0,2.056637847534805,34
289.0,2.4543970391091903,34
361.0,2.9027910446335787,34
400.0,3.154142515430034,34
529.0,4.0012273527210915,34
625.0,4.579753782330671,34
729.0,5.158798517160185,34
900.0,6.047101792436692,34
1089.0,7.305701767116626,34
1369.0,8.628772981310291,34
1600.0,9.682226728642565,34
1936.0,11.25399369809638,34
2401.0,13.227681801132617,34
2916.0,15.142812716462139,34
3481.0,17.17483765516557,34
4225.0,19.389420924250572,34
5184.0,22.06229037333953,34
6241.0,25.068307557963657,34
7569.0,27.781664367836743,34
9216.0,32.07970319322341,34
11236.0,36.97820021309978,34
13456.0,41.172282526462546,34
16384.0,45.6367924112442,34
19881.0,51.812486865357855,34
24025.0,62.631666734707814,34
28900.0,75.74911850935669,34
35344.0,88.88103431625572,34
42436.0,102.14925710782431,34
51529.0,116.28903816339053,34
62500.0,131.20876864107322,34
75625.0,145.33489516256995,34
91809.0,166.37934901245066,34
110889.0,176.75456631966657,34
133956.0,187.82425153631797,34
162409.0,190.38491328005534,34
197136.0,219.24318198443405,34
238144.0,250.60772268769892,34
288369.0,338.21419513572516,34
25.0,0.3626095773098213,35
36.0,0.48605560106557466,35
49.0,0.6228736317737359,35
64.0,0.7723142426713945,35
81.0,0.9364688965383297,35
100.0,1.1118772063253126,35
121.0,1.2921898830387677,35
144.0,1.4793745471857742,35
196.0,1.8931339771441464,35
225.0,2.1208514231132254,35
289.0,2.620653365298911,35
361.0,3.1356600614302454,35
400.0,3.40185336759712,35
529.0,4.2384853616359255,35
625.0,4.789015088468407,35
729.0,5.377979703292785,35
900.0,6.304559500087112,35
1089.0,7.492786741403949,35
1369.0,8.984853450948608,35
1600.0,10.192085431792838,35
1936.0,11.786030698405725,35
2401.0,13.786765887397298,35
2916.0,15.64035605454245,35
3481.0,17.472851743630336,35
4225.0,19.68660147690766,35
5184.0,22.744614470312502,35
6241.0,25.453166139737746,35
7569.0,27.807708788927073,35
9216.0,32.822219607083845,35
11236.0,38.84988541545618,35
13456.0,44.83486492110731,35
16384.0,52.34824758747982,35
19881.0,61.11779977507367,35
24025.0,71.49017009632489,35
28900.0,84.96956020487048,35
35344.0,98.97710054283098,35
42436.0,111.45682768706813,35
51529.0,124.60806145491706,35
62500.0,137.27298730676833,35
75625.0,152.85668890157095,35
91809.0,172.6397008245932,35
110889.0,169.09512616168743,35
133956.0,174.02397331229267,35
162409.0,185.20867688575916,35
197136.0,229.82227271294485,35
238144.0,281.7872319460313,35
288369.0,352.4450880494511,35
25.0,0.3754181897991939,36
36.0,0.5052828834589731,36
49.0,0.6533634770238305,36
64.0,0.8105555046693357,36
81.0,0.9840458210139533,36
100.0,1.1696273914007187,36
121.0,1.3625615704066874,36
144.0,1.5629990332141908,36
196.0,1.9731842063621603,36
225.0,2.179399905641424,36
289.0,2.63739864162209,36
361.0,3.1884695131920777,36
400.0,3.487606838574849,36
529.0,4.470811988502732,36
625.0,5.173121238416911,36
729.0,5.8976775500444285,36
900.0,7.074438741010691,36
1089.0,8.460574190227465,36
1369.0,10.29923557063896,36
1600.0,11.686094791235739,36
1936.0,13.601657676103912,36
2401.0,16.071951098235516,36
2916.0,18.866858977053944,36
3481.0,21.550773230313734,36
4225.0,24.653962536427166,36
5184.0,28.10452086550979,36
6241.0,31.818260576121105,36
7569.0,33.62815500901003,36
9216.0,39.080394276571056,36
